timestamp,open,high,low,close,volume
2018-03-26,1050.6000,1059.2700,1010.5800,1054.0900,3272409
2018-03-23,1051.3700,1066.7800,1024.8700,1026.5500,2413517
2018-03-22,1080.0100,1083.9200,1049.6400,1053.1500,3418154
2018-03-21,1092.5700,1108.7000,1087.2100,1094.0000,1990515
2018-03-20,1098.4000,1105.5500,1082.4200,1095.8000,2709310
2018-03-19,1117.7600,1119.3700,1088.9200,1100.0700,3076349
2018-03-16,1155.3500,1156.8100,1131.3600,1134.4200,2654602
2018-03-15,1149.5700,1162.5000,1135.6600,1150.6100,1623868
2018-03-14,1145.8000,1159.7600,1142.3500,1148.8900,2033697
2018-03-13,1171.8300,1178.0000,1134.5700,1139.9100,2129435
2018-03-12,1165.0500,1178.1600,1159.2000,1165.9300,2129297
2018-03-09,1139.5000,1161.0000,1134.2900,1160.8400,2070174
2018-03-08,1117.2000,1131.4400,1117.2000,1129.3800,1510478
2018-03-07,1092.8200,1116.2000,1089.9100,1115.0400,1537429
2018-03-06,1102.1000,1105.6300,1094.5000,1100.9000,1169068
2018-03-05,1078.1300,1101.1800,1072.2700,1094.7600,1432369
2018-03-02,1057.9800,1086.8900,1050.1100,1084.1400,2508145
2018-03-01,1109.5400,1111.2700,1067.2900,1071.4100,2766856
2018-02-28,1122.0000,1127.6500,1103.0000,1103.9200,2431023
2018-02-27,1143.7000,1144.2500,1116.7900,1117.5100,2094863
2018-02-26,1131.8600,1144.2000,1129.3400,1143.7000,1489118
2018-02-23,1118.6600,1129.0000,1108.4400,1128.0900,1234539
2018-02-22,1119.1700,1125.4600,1105.1500,1109.9000,1386115
2018-02-21,1109.1000,1136.2000,1107.5100,1113.7500,2024534
2018-02-20,1092.7600,1116.2900,1090.0000,1103.5900,1646405
2018-02-16,1093.3800,1108.3100,1091.5500,1095.5000,1971928
2018-02-15,1083.4500,1094.1000,1067.2300,1091.3600,1806206
2018-02-14,1054.3200,1075.4700,1049.8000,1072.7000,2029979
2018-02-13,1050.0000,1061.2200,1046.9200,1054.1400,1574121
2018-02-12,1056.6700,1065.5700,1045.4900,1054.5600,2796258
2018-02-09,1025.8800,1051.7200,997.0000,1046.2700,4436032
2018-02-08,1059.8700,1063.9300,1004.7000,1007.7100,3067173
2018-02-07,1084.9700,1086.5300,1054.6200,1055.4100,2544683
2018-02-06,1033.9800,1087.3800,1030.0100,1084.4300,3732527
2018-02-05,1100.6100,1114.9900,1056.7400,1062.3900,3742469
2018-02-02,1127.4200,1131.3000,1111.1700,1119.2000,5798880
2018-02-01,1175.9900,1187.4500,1169.3600,1181.5900,2774967
2018-01-31,1183.8100,1186.3200,1172.1000,1182.2200,1643877
2018-01-30,1177.7200,1187.9300,1174.5100,1177.3700,1792602
2018-01-29,1188.0000,1198.0000,1184.0600,1186.4800,1533931
2018-01-26,1187.5300,1187.5600,1168.0300,1187.5600,1981476
2018-01-25,1180.7100,1185.0000,1171.8400,1182.1400,1398961
2018-01-24,1184.9800,1187.0500,1167.4000,1171.2900,1818182
2018-01-23,1170.6200,1178.5100,1167.2500,1176.1700,1832126
2018-01-22,1143.8200,1166.8800,1141.8200,1164.1600,1437954
2018-01-19,1138.0300,1143.7800,1132.5000,1143.5000,1418376
2018-01-18,1139.3500,1140.5900,1124.4600,1135.9700,1333633
2018-01-17,1136.3600,1139.3200,1123.4900,1139.1000,1353097
2018-01-16,1140.3100,1148.8800,1126.6600,1130.7000,1783881
2018-01-12,1110.1000,1131.3000,1108.0100,1130.6500,1914460
2018-01-11,1112.3100,1114.8500,1106.4800,1112.0500,1102461
2018-01-10,1107.0000,1112.7800,1103.9800,1110.1400,1027781
2018-01-09,1118.4400,1118.4400,1108.2000,1112.7900,1335995
2018-01-08,1111.0000,1119.1600,1110.0000,1114.2100,1148958
2018-01-05,1103.4500,1113.5800,1101.8000,1110.2900,1493389
2018-01-04,1097.0900,1104.0800,1094.2600,1095.7600,1289293
2018-01-03,1073.9300,1096.1000,1073.4300,1091.5200,1550593
2018-01-02,1053.0200,1075.9800,1053.0200,1073.2100,1555809
2017-12-29,1055.4900,1058.0500,1052.7000,1053.4000,1156357
2017-12-28,1062.2500,1064.8400,1053.3800,1055.9500,982285
2017-12-27,1066.6000,1068.2700,1058.3800,1060.2000,1027634
2017-12-26,1068.6400,1068.8600,1058.6400,1065.8500,914574
2017-12-22,1070.0000,1071.7200,1067.6400,1068.8600,860800
2017-12-21,1075.3900,1077.5200,1069.0000,1070.8500,1211012
2017-12-20,1080.9200,1081.2300,1068.6000,1073.5600,1429035
2017-12-19,1083.0200,1084.9700,1072.2700,1079.7800,1287930
2017-12-18,1076.4500,1086.4900,1070.3700,1085.0900,1482768
2017-12-15,1063.7800,1075.2500,1060.0900,1072.0000,3080738
2017-12-14,1055.4900,1067.0800,1053.6000,1057.4700,1531504
2017-12-13,1052.0800,1055.4800,1046.5800,1051.3900,1369580
2017-12-12,1050.0000,1062.5000,1044.8700,1048.7700,1684977
2017-12-11,1051.1100,1056.0000,1044.1200,1051.9700,1096997
2017-12-08,1051.8100,1056.4200,1045.8600,1049.3800,1479665
2017-12-07,1036.0700,1048.9200,1035.3600,1044.5700,1437448
2017-12-06,1016.5200,1039.5800,1015.3100,1032.7200,1369276
2017-12-05,1010.9900,1036.6800,1002.3200,1019.6000,1927802
2017-12-04,1027.8000,1031.3400,1009.2200,1011.8700,1896325
2017-12-01,1030.4100,1037.2400,1016.9000,1025.0700,1866985
2017-11-30,1039.9400,1044.1400,1030.0700,1036.1700,2231818
2017-11-29,1056.1800,1058.7700,1029.6500,1037.3800,2787784
2017-11-28,1073.9900,1080.0000,1054.5400,1063.2900,1694098
2017-11-27,1058.5700,1073.0400,1054.7700,1072.0100,1708195
2017-11-24,1054.3900,1060.0700,1051.9200,1056.5200,825342
2017-11-22,1051.1600,1055.4300,1047.2500,1051.9200,721498
2017-11-21,1040.0400,1050.3900,1039.1400,1050.3000,1075568
2017-11-20,1036.0000,1038.7000,1032.6800,1034.6600,850423
2017-11-17,1049.8000,1051.0000,1033.7300,1035.8900,1286044
2017-11-16,1038.7500,1051.7600,1038.0000,1048.4700,1125995
2017-11-15,1035.0000,1039.6300,1030.7600,1036.4100,900695
2017-11-14,1037.7200,1042.3000,1029.3300,1041.6400,982782
2017-11-13,1040.8000,1048.7400,1039.2600,1041.2000,914852
2017-11-10,1043.8700,1046.6300,1041.2200,1044.1500,955500
2017-11-09,1048.0000,1050.8800,1035.8500,1047.7200,1776722
2017-11-08,1050.0500,1062.6900,1047.0500,1058.2900,1214600
2017-11-07,1049.6500,1053.4100,1043.0000,1052.3900,1254965
2017-11-06,1049.1000,1052.5900,1042.0000,1042.6800,897897
2017-11-03,1042.7500,1050.6600,1037.6500,1049.9900,1370874
2017-11-02,1039.9900,1045.5200,1028.6600,1042.9700,1233333
2017-11-01,1036.3200,1047.8600,1034.0000,1042.6000,2105729
2017-10-31,1033.0000,1041.0000,1026.3000,1033.0400,1490660
2017-10-30,1029.1600,1039.8300,1022.3300,1033.1300,2245352
2017-10-27,1030.9900,1063.6200,1026.8500,1033.6700,5139945
2017-10-26,998.4700,1006.5100,990.4700,991.4200,1827682
2017-10-25,986.2700,994.4300,977.7200,991.4600,1368042
2017-10-24,986.5000,989.2600,977.0800,988.4900,1416283
2017-10-23,1005.1800,1005.7900,983.1000,985.5400,1623580
2017-10-20,1007.0500,1008.6500,1002.2700,1005.0700,1568454
2017-10-19,1004.7500,1007.3200,997.3000,1001.8400,1677021
2017-10-18,1011.0500,1016.3100,1005.3200,1012.7400,1270218
2017-10-17,1007.4400,1014.5600,1006.0500,1011.0000,991412
2017-10-16,1009.6300,1012.0000,1001.5200,1009.3500,1066744
2017-10-13,1009.1100,1014.7600,1007.0600,1007.8700,1308881
2017-10-12,1003.8400,1011.5400,1001.1000,1005.6500,1521137
2017-10-11,989.0400,1007.5700,987.9400,1005.6500,1748443
2017-10-10,995.3000,997.4700,981.1100,987.8000,1158864
2017-10-09,995.0000,1000.4600,991.5000,992.3100,1151035
2017-10-06,980.0000,994.2600,978.5100,993.6400,1490744
2017-10-05,972.7900,986.5100,970.2700,985.1900,1627255
2017-10-04,971.7600,974.4000,965.6100,966.7800,896531
2017-10-03,967.5600,972.4400,962.7100,972.0800,1080312
2017-10-02,975.6500,977.7400,961.9500,967.4700,1466444
2017-09-29,966.0000,975.8100,966.0000,973.7200,1906445
2017-09-28,956.2500,966.1800,955.5500,964.8100,1347750
2017-09-27,942.7400,965.4300,941.9500,959.9000,2313498
2017-09-26,936.6900,944.0800,935.1200,937.4300,1618182
2017-09-25,939.4500,939.7500,924.5100,934.2800,1847436
2017-09-22,942.7700,950.0000,940.8400,943.2600,1067617
2017-09-21,948.1300,952.8000,939.3800,947.5500,1302726
2017-09-20,937.7300,950.0000,937.5000,947.5400,1896919
2017-09-19,933.4100,937.9400,926.6600,936.8600,1217430
2017-09-18,935.0100,936.8600,925.4000,929.7500,1445532
2017-09-15,940.0900,941.7500,931.2500,935.2900,1940047
2017-09-14,946.0000,948.0300,938.3600,940.1300,1415168
2017-09-13,945.5000,952.8500,944.7400,950.4400,1092849
